name,isbn,image,category,author,price,format
Fashionpedia,9789880000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8813/9789881354761.jpg,Art-Photography,FASHIONARY,34.96,Hardback
The Gashlycrumb Tinies,9780150000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1510/9780151003082.jpg,Art-Photography,Edward Gorey,8.47,Hardback
Music Theory for Guitarists,9780630000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6340/9780634066511.jpg,Art-Photography,Tom Kolb,11.67,Paperback
Know Your Onions: Graphic Design,9789060000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/0636/9789063692582.jpg,Art-Photography,Drew De Soto,14.35,Paperback
The Monocle Guide to Better Living,9783900000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8995/9783899554908.jpg,Art-Photography,The Monocle,42.88,Hardback
Cash,9780000000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0027/9780002740807.jpg,Art-Photography,Johnny Cash,5.68,Paperback
Reading Magic,9780160000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1560/9780156035101.jpg,Art-Photography,Mem Fox,11.09,Paperback
"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",9780560000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5634/9780563477389.jpg,Art-Photography,BBC,8.23,CD-Audio
Atmospheres,9783760000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/7643/9783764374952.jpg,Art-Photography,Peter Zumthor,34.7,Hardback
Poco Piano 1,9789830000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8343/9789834304829.jpg,Art-Photography,Ying Ying Ng,7.85,Book
Moleskine Large Japanese Accordion Album,9788860000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8629/9788862933094.jpg,Art-Photography,Moleskine,12.38,Notebook / blank book
Thinking Architecture,9783030000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/0346/9783034605854.jpg,Art-Photography,Peter Zumthor,52.37,Hardback
The Fashion Business Manual,9789890000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8877/9789887710974.jpg,Art-Photography,FASHIONARY,29.78,Hardback
White: Insights into Japanese Design Philosophy,9783040000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/0377/9783037781838.jpg,Art-Photography,Kenya Hara,19.33,Hardback
Before They Pass Away,9783830000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8327/9783832797591.jpg,Art-Photography,Jimmy Nelson,103.97,Hardback
Henri Cartier-Bresson,9783870000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8693/9783869307886.jpg,Art-Photography,Henri Cartier-Bresson,80.21,Hardback
Structural Engineer's Pocket Book: Eurocodes,9780080000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0809/9780080971216.jpg,Art-Photography,Fiona Cobb,38.78,Paperback
Mein Kampf,9788170000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/1722/9788172241643.jpg,Biography,Adolf Hitler,13.49,Paperback
Robert Kuok,9789810000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8141/9789814189736.jpg,Biography,Robert Kuok,25.6,Hardback
The Note Through the Wire,9781990000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9885/9781988547091.jpg,Biography,Doug Gold,21.45,Paperback
Survival in Auschwitz,9789560000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/5629/9789562915304.jpg,Biography,Primo Levi,9.9,Paperback
The Pyramid Principle,9780270000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2737/9780273710516.jpg,Business-Finance-Law,Barbara Minto,30.32,Hardback
Managing successful projects with PRINCE2,9780110000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1133/9780113310593.jpg,Business-Finance-Law,Office of Government Commerce,79.25,Paperback
Reinventing Organizations,9782960000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/9601/9782960133509.jpg,Business-Finance-Law,Frederic Laloux,19.32,Paperback
Big Debt Crises,9781730000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7326/9781732689800.jpg,Business-Finance-Law,Ray Dalio,35.98,Paperback
The Richest Man in Babylon,9789390000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/3876/9789387669369.jpg,Business-Finance-Law,George S Clason,9.06,Paperback
Setting the Table: The Transforming Power of Hospitality in Business,9780460000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4620/9780462099255.jpg,Business-Finance-Law,Danny Meyer,11.07,Paperback
Rainbow Fish,9783310000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/3140/9783314015441.jpg,Childrens-Books,Marcus Pfister,7.12,Paperback
Dog Man 7: For Whom the Ball Rolls,9781340000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3382/9781338236590.jpg,Childrens-Books,Dav Pilkey,11.14,Hardback
The Action Bible,9780780000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7814/9780781444996.jpg,Childrens-Books,Sergio Cariello,18.34,Hardback
Clean Code,9780130000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1323/9780132350884.jpg,Computing,Robert C. Martin,26.56,Paperback
UX Bites - Small bites of information about User Experience Design,9789730000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/7302/9789730298222.jpg,Computing,Gabriel Kirmaier,40.92,Hardback
The Art of Magic: The Gathering - Ravnica,9781970000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974705528.jpg,Computing,James Wyatt,27.88,Hardback
How to Write a Better Thesis,9783320000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/3190/9783319042855.jpg,Computing,David Evans,51.37,Paperback
The Advanced Roblox Coding Book: An Unofficial Guide,9781720000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7214/9781721400072.jpg,Computing,Heath Haskins,10.85,Paperback
Scrum,9789090000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/0875/9789087537203.jpg,Computing,Gunther Verheyen,19.06,Paperback
Business Analysis Methodology Book,9786060000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9786/0586/9786058603738.jpg,Computing,Emrah Yayici,12.35,Paperback
Animal Friends of Pica Pau,9789490000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/4916/9789491643194.jpg,Crafts-Hobbies,Yan Schenkel,16.26,Paperback
Mein Sommerspaziergang,9783400000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/4046/9783404609291.jpg,Crafts-Hobbies,Rita Berman,9.3,Paperback
Shawls,9783770000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/7724/9783772481406.jpg,Crafts-Hobbies,Melanie Berg,24.29,Hardback
Magic Eye Gallery: A Showing of 88 Images,9780840000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8362/9780836270440.jpg,Crafts-Hobbies,Cheri Smith,11.12,Paperback
Master the Coverstitch Machine,9789160000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/1639/9789163961519.jpg,Crafts-Hobbies,Johanna Lundstrom,20.78,Paperback
Animal Farm,9788130000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/1291/9788129116123.jpg,Crime-Thriller,George Orwell,5.69,Paperback
Bescherelle,9782220000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2180/9782218065910.jpg,Dictionaries-Languages,Bescherelle,11.99,Hardback
Aula Internacional - Nueva edicion,9788420000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4158/9788415846772.jpg,Dictionaries-Languages,Albert Espinosa,34.21,Mixed media product
Genki 1 Workbook,9784790000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/7890/9784789014410.jpg,Dictionaries-Languages,Eri Banno,30.69,Mixed media product
Point it,9783980000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9808/9783980880275.jpg,Dictionaries-Languages,Dieter Graf,6.14,Paperback
The Mystery of Nils. Part 1 - Norwegian Course for Beginners. Learn Norwegian - Enjoy the Story.,9783950000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9451/9783945174005.jpg,Dictionaries-Languages,Werner Skalla,28.73,Paperback
Le petit Nicolas,9782070000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0703/9782070364237.jpg,Dictionaries-Languages,Rene Goscinny,9.87,Paperback
Der Vorleser,9783260000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/2572/9783257229530.jpg,Dictionaries-Languages,Bernhard Schlink,10.96,Paperback
New Practical Chinese Reader vol.1 - Textbook,9787560000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9787/5619/9787561926239.jpg,Dictionaries-Languages,Xun Liu,23,Paperback
Themen Aktuell,9783190000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/1925/9783192516900.jpg,Dictionaries-Languages,Heiko Bock,24.01,Paperback
Alter Ego +,9782010000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0115/9782011558107.jpg,Dictionaries-Languages,Annie Berthet,27.89,CD-ROM
Grammaire progressive du francais - Nouvelle edition,9782090000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0903/9782090381030.jpg,Dictionaries-Languages,Maia Gregoire,29.62,Mixed media product
Nuevo Ven,9788480000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4771/9788477118312.jpg,Dictionaries-Languages,Francisca Castro,30.11,Mixed media product
Voice and the Actor,9780020000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0204/9780020415558.jpg,Dictionaries-Languages,Cicely Berry,9.15,Paperback
Novo Avenida Brasil,9788510000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/5125/9788512545202.jpg,Dictionaries-Languages,Emma Eberlein O. F. Lima,42.82,Mixed media product
Ele Actual,9788470000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4675/9788467551815.jpg,Dictionaries-Languages,Virgilio Borobio,30.62,Mixed media product
"The Italian Project, Beginners 1a",9788900000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8984/9788898433001.jpg,Dictionaries-Languages,T Marin,35.42,Mixed media product
Begegnungen,9783930000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9295/9783929526868.jpg,Dictionaries-Languages,Anne Buscha,31.78,Mixed media product
Madeleine,9782210000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2110/9782211021562.jpg,Dictionaries-Languages,Bemelmans,13.25,Paperback
Studio D,9783460000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/4642/9783464207079.jpg,Dictionaries-Languages,Hermann Funk,30.8,Paperback
Studio 21,9783070000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/0652/9783065205269.jpg,Dictionaries-Languages,Hermann Funk,37.78,Mixed media product
La gloire de mon pere,9782880000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/8770/9782877065078.jpg,Dictionaries-Languages,Marcel Pagnol,9.2,Paperback
Connexions,9782280000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2780/9782278054114.jpg,Dictionaries-Languages,Yves Loiseau,27.44,Paperback
Laduree: the Sweet Recipes,9782810000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/8123/9782812304439.jpg,Food-Drink,Philippe Andrieu,31.55,Hardback
Tintin in the Congo,9782200000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2030/9782203096509.jpg,Graphic-Novels-Anime-Manga,Herge,13.33,Hardback
Punisher Max Complete Collection Vol. 1,9781300000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3029/9781302900151.jpg,Graphic-Novels-Anime-Manga,Garth Ennis,20.42,Paperback
"Asana, Pranayama, Mudra and Bandha",9788190000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/1863/9788186336144.jpg,Health,Swami Satyananda Saraswati,29.78,Paperback
Stasiland,9783600000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5961/9783596167463.jpg,History-Archaeology,Anna Funder,12.28,Paperback
Chanel (3 Volumes in Slipcase),9782840000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/8432/9782843235184.jpg,Home-Garden,Francois Baudot,47.94,Hardback
Nicole de Vesian - Gardens,9782740000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/7427/9782742797349.jpg,Home-Garden,Louisa Jones,48.7,Hardback
Your Body's Telling You: Love Yourself,9782920000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/9209/9782920932173.jpg,Mind-Body-Spirit,Lise Bourbeau,23.88,Paperback
Just This,9780280000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2810/9780281079919.jpg,Mind-Body-Spirit,Richard Rohr,8.89,Paperback
Mini Cubebook Horses,9788850000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8544/9788854402157.jpg,Natural-History,Gabrielle Boiselle,6.61,Hardback
The Buzz about Bees,9783540000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5407/9783540787273.jpg,Natural-History,Jürgen Tautz,32.97,Hardback
Born to Ice,9783960000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9617/9783961711239.jpg,Natural-History,Leonardo DiCaprio,85.25,Hardback
Needle Felted Kittens: How to Create Cut and Lifelike Cats from Wool,9784870000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/8650/9784865051001.jpg,Natural-History,Hinali,14.17,Paperback
Harry Potter Und Der Stein Der Weisen,9783550000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5513/9783551354013.jpg,Poetry-Drama,J. K. Rowling,11.28,Paperback
Waiting for Godot,9783150000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/1500/9783150092149.jpg,Poetry-Drama,Samuel Beckett,5.45,Paperback
No et moi,9782250000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2531/9782253124801.jpg,Poetry-Drama,Delphine de Vigan,8.95,Paperback
Golf Rules Quick Reference 2019,9783910000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9068/9783906852157.jpg,Sport,Yves C Ton-That,11.93,Spiral bound
Moleskine Soft Underwater Blue Large Dotted Notebook,9788870000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8673/9788867323678.jpg,Stationery,Moleskine,13.37,Notebook / blank book
"Moleskine 2020 Petit Prince Weekly Planner, 12m, Pocket, Fox, Hard Cover (3.5 X 5.5)",8053850000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/8053/8536/8053853600288.jpg,Stationery,Moleskine,10.95,Calendar
"Moleskine Art Collection Watercolour Notebook, Large, Plain, Black, Hard Cover (5 X 8.25)",8058340000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/8058/3417/8058341715635.jpg,Stationery,Moleskine,11.62,Diary
"Moleskine 2020 Weekly Planner, 12m, Large, Ripe Yellow, Hard Cover (5 X 8.25)",8058650000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/8058/6476/8058647628387.jpg,Stationery,Moleskine,11.7,Calendar
Rainbow Bible Indexing Tabs Old & New Testament,9789900000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/9004/9789900493464.jpg,Stationery,Tabbies,4.38,General merchandise
507 Mechanical Movements,9789650000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6500/9789650060213.jpg,Technology-Engineering,Henry T Brown,9.86,Paperback
Introduction to Elementary Particles,9783530000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5274/9783527406012.jpg,Technology-Engineering,David Griffiths,65.73,Paperback
Lowrider Coloring Book,9789190000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/1856/9789185639410.jpg,Transport,Oscar Nilsson,9.52,Paperback
Mikoyan-Gurevitch Mig 21,9782350000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/3525/9782352501473.jpg,Transport,Gerard Paloque,16.9,Paperback
Carrying Cambodia,9789630000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6285/9789628563784.jpg,Transport,Conor Wall,16.13,Paperback
Porsche Drive,9783670000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/6671/9783667102898.jpg,Transport,Stefan Bogner,48.04,Hardback
Metros & Trams in Japan 3,9783940000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9365/9783936573541.jpg,Transport,Andrew Phipps,20.98,Paperback
The Junkers Ju-87,9782910000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/9139/9782913903531.jpg,Transport,Herbert Leonard,14.85,Paperback
500 Hidden Secrets of London,9789460000000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/4605/9789460581731.jpg,Travel-Holiday-Guides,Tom Greig,14.37,Paperback
